cb_code;Type;Attribut;Valeur N-1;Valeur N
15376033;Modification;cb_lgreel;564.1139;563.0694
29236901;Modification;cb_lgreel;324.7878;323.7716
7560882;Modification;cb_lgreel;264.8721;262.2469
33930977;Modification;cb_lgreel;608.2303;601.7393
22929122;Modification;cb_lgreel;287.9331;297.1005
18472676;Modification;cb_lgreel;553.507;528.5169
22929123;Modification;cb_lgreel;961.0936;954.5908
4603653;Modification;cb_lgreel;4.8179;25.5227
4603654;Modification;cb_lgreel;100.2562;228.7478
4603655;Modification;cb_lgreel;119.6529;156.6408
4636422;Modification;cb_lgreel;573.8709;596.4571
4636427;Modification;cb_lgreel;1052.6292;1053.7292
4636423;Modification;cb_lgreel;368.1888;369.3247
4636425;Modification;cb_lgreel;26.311;27.3841
4603664;Modification;cb_lgreel;1079.2042;1077.7022
19349270;Modification;cb_lgreel;2188.7529;2104.3071
23551777;Modification;cb_lgreel;608.403;604.763
4603708;Modification;cb_lgreel;588.8698;330.1041
8142674;Modification;cb_lgreel;437.222;482.1802
5463891;Modification;cb_lgreel;330.0132;331.8646
4636502;Modification;cb_lgreel;267.5942;298.9889
4636503;Modification;cb_lgreel;1920.3531;1951.8917
4636504;Modification;cb_lgreel;335.589;310.5485
4628327;Modification;cb_lgreel;494.3672;505.6138
4603786;Modification;cb_lgreel;628.9933;630.0326
4636558;Modification;cb_lgreel;447.6539;451.979
40394671;Modification;cb_lgreel;2198.9789;2191.9408
16703409;Modification;cb_lgreel;1140.9083;1001.6692
14942130;Modification;cb_lgreel;953.693;952.6058
17194945;Modification;cb_lgreel;736.6608;733.7688
17194946;Modification;cb_lgreel;906.4404;781.2999
4603877;Modification;cb_lgreel;3207.7757;3218.5271
14843889;Modification;cb_lgreel;1259.4977;1186.0926
14843891;Modification;cb_lgreel;1121.5562;1120.1619
14843892;Modification;cb_lgreel;673.0673;618.002
14843890;Modification;cb_lgreel;772.3196;770.7434
4611616;Ajout;;;
23366817;Ajout;;;
42437219;Ajout;;;
43666979;Ajout;;;
42991141;Ajout;;;
40643626;Ajout;;;
4613969;Ajout;;;
4613970;Ajout;;;
4599415;Ajout;;;
42635323;Ajout;;;
42635325;Ajout;;;
45456417;Suppression;;;
45456418;Suppression;;;
44062177;Suppression;;;
44339942;Suppression;;;
44709218;Suppression;;;
44339943;Suppression;;;
44898017;Suppression;;;
44097377;Suppression;;;
44187937;Suppression;;;
44352418;Suppression;;;
44566177;Suppression;;;
44813859;Suppression;;;
44891937;Suppression;;;
45204257;Suppression;;;
45460897;Suppression;;;
45395623;Suppression;;;
45395622;Suppression;;;
45460898;Suppression;;;
44806819;Suppression;;;
44036900;Suppression;;;
45178025;Suppression;;;
45231790;Suppression;;;
45817697;Suppression;;;
44812897;Suppression;;;
45522017;Suppression;;;
44143777;Suppression;;;
43953379;Suppression;;;
44809698;Suppression;;;
44712417;Suppression;;;
44810977;Suppression;;;
45605219;Suppression;;;
45605220;Suppression;;;
45605221;Suppression;;;
45605222;Suppression;;;
45506663;Suppression;;;
45728104;Suppression;;;
45728105;Suppression;;;
44410340;Suppression;;;
45515627;Suppression;;;
44410341;Suppression;;;
45509229;Suppression;;;
44101857;Suppression;;;
45509231;Suppression;;;
45509232;Suppression;;;
45609697;Suppression;;;
44101858;Suppression;;;
44712418;Suppression;;;
44176097;Suppression;;;
